,phrase,label,sentiment,subjectivity,language,count
"nearly 1,600","nearly 1,600",CARDINAL,,,en,1.0
"250,000","250,000",CARDINAL,,,en,1.0
3.5°,3.5°,CARDINAL,,,en,1.0
Fédérale 3,Fédérale 3,PRODUCT,,,en,1.0
Sarthe,Sarthe,NORP,0.0,0.0,en,1.0
the end of the Olympic tournament,the end of the Olympic tournament,DATE,,,en,1.0
1900,1900,DATE,,,en,1.0
La Grave,La Grave,FAC,,,en,1.0
Gap,Gap,FAC,,,en,1.0
140 km,140 km,QUANTITY,,,en,1.0
1991-2020,1991-2020,DATE,,,en,1.0
this Wednesday and Thursday,this Wednesday and Thursday,DATE,,,en,1.0
around one billion euros,around one billion euros,MONEY,,,en,1.0
the days,the days,DATE,,,en,1.0
Grenoble - Angers,Grenoble - Angers,EVENT,,,en,1.0
May 27,May 27,DATE,,,en,1.0
the start of 2026,the start of 2026,DATE,,,en,1.0
the middle of the day this Tuesday,the middle of the day this Tuesday,DATE,,,en,1.0
Valloire Galibier,Valloire Galibier,PRODUCT,,,en,1.0
six days,six days,DATE,,,en,1.0
Wednesday morning,Wednesday morning,TIME,,,en,1.0
This weekend,This weekend,DATE,,,en,1.0
the beginning of 2024,the beginning of 2024,DATE,,,en,1.0
Double,Double,WORK_OF_ART,,,en,1.0
Sigma CP+ 2026,Sigma CP+ 2026,PRODUCT,,,en,1.0
Dole,Dole,NORP,,,en,1.0
one billion euros,one billion euros,MONEY,,,en,1.0
the 2027 World Cup,the 2027 World Cup,EVENT,,,en,1.0
28,28,DATE,,,en,1.0
104,104,CARDINAL,,,en,1.0
3rd,3rd,ORDINAL,,,en,1.0
"February 19, 2026","February 19, 2026",DATE,,,en,1.0
1:25 p.m.,1:25 p.m.,TIME,,,en,1.0
"33,400","33,400",CARDINAL,,,en,1.0
"More than 3,000","More than 3,000",CARDINAL,,,en,1.0
thirty-five consecutive days,thirty-five consecutive days,DATE,,,en,1.0
the Milan-Cortina 2026 Olympic Games,the Milan-Cortina 2026 Olympic Games,FAC,,,en,1.0
One hundred days before kickoff,One hundred days before kickoff,DATE,,,en,1.0
8 meters,8 meters,QUANTITY,,,en,1.0
thirty-six consecutive days,thirty-six consecutive days,DATE,,,en,1.0
Indian,Indian,NORP,,,en,1.0
2026 Olympics,2026 Olympics,EVENT,,,en,1.0
the 18th and 19th,the 18th and 19th,DATE,,,en,1.0
"1,500m","1,500m",QUANTITY,,,en,1.0
between 900 million euros,between 900 million euros,MONEY,,,en,1.0
600,600,CARDINAL,,,en,1.0
More than 700,More than 700,CARDINAL,,,en,1.0
4-3,4-3,CARDINAL,,,en,1.0
June 2026,June 2026,DATE,,,en,1.0
next September,next September,DATE,,,en,1.0
5 meters,5 meters,QUANTITY,,,en,1.0
Linky Meters: Beware of Fake Controllers,Linky Meters: Beware of Fake Controllers,WORK_OF_ART,,,en,1.0
35 days,35 days,DATE,,,en,1.0
"This Wednesday, February 18, 2026","This Wednesday, February 18, 2026",DATE,,,en,1.0
40 to 70 cm above 1500m,40 to 70 cm above 1500m,QUANTITY,,,en,1.0
Canadians,Canadians,NORP,,,en,1.0
2 weeks,2 weeks,DATE,,,en,1.0
Frenchmen,Frenchmen,NORP,,,en,1.0
Bormio,Bormio,NORP,,,en,1.0
500,500,CARDINAL,,,en,1.0
2025-2026 season,2025-2026 season,DATE,,,en,1.0
Germans,Germans,NORP,,,en,1.0
"this Wednesday, February 18, 2026","this Wednesday, February 18, 2026",DATE,,,en,1.0
several billion euros,several billion euros,MONEY,,,en,1.0
900 million euros,900 million euros,MONEY,,,en,1.0
D-day,D-day,DATE,,,en,1.0
up to 60 km/h,up to 60 km/h,QUANTITY,,,en,1.0
Iberian,Iberian,NORP,,,en,1.0
Two and a half years,Two and a half years,DATE,,,en,1.0
one weekend,one weekend,DATE,,,en,1.0
“Polar War”,“Polar War”,WORK_OF_ART,,,en,1.0
"7,906 meters","7,906 meters",QUANTITY,,,en,1.0
Japanese,Japanese,NORP,,,en,1.0
Tōhoku,Tōhoku,WORK_OF_ART,,,en,1.0
the beginning of the morning,the beginning of the morning,TIME,,,en,1.0
late in the morning,late in the morning,TIME,,,en,1.0
early in the afternoon,early in the afternoon,TIME,,,en,1.0
six this weekend,six this weekend,DATE,,,en,1.0
late Sunday,late Sunday,TIME,,,en,1.0
all weekend,all weekend,DATE,,,en,1.0
January 10,January 10,DATE,,,en,1.0
"this Monday, January 12, 2026","this Monday, January 12, 2026",DATE,,,en,1.0
between 06:00 and 09:00,between 06:00 and 09:00,TIME,,,en,1.0
"Monday, January 12","Monday, January 12",DATE,,,en,1.0
the past two days,the past two days,DATE,,,en,1.0
"This Sunday, January 11","This Sunday, January 11",DATE,,,en,1.0
English,English,LANGUAGE,,,en,1.0
37 m,37 m,QUANTITY,,,en,1.0
37.3 meters,37.3 meters,QUANTITY,,,en,1.0
the beginning of the 19th century,the beginning of the 19th century,DATE,,,en,1.0
the same day,the same day,DATE,,,en,1.0
under 2.5 meters,under 2.5 meters,QUANTITY,,,en,1.0
the 2026 Monte-Carlo Rally,the 2026 Monte-Carlo Rally,EVENT,,,en,1.0
the end of November 2025,the end of November 2025,DATE,,,en,1.0
"211,000","211,000",CARDINAL,,,en,1.0
"some 380,000","some 380,000",CARDINAL,,,en,1.0
more than 210 km,more than 210 km,QUANTITY,,,en,1.0
Friday January 9,Friday January 9,DATE,,,en,1.0
200 km/h,200 km/h,QUANTITY,,,en,1.0
the next few days,the next few days,DATE,,,en,1.0
"this Friday, January 9","this Friday, January 9",DATE,,,en,1.0
the entire weekend,the entire weekend,DATE,,,en,1.0
between Thursday and Friday,between Thursday and Friday,DATE,,,en,1.0
the Empruntis-Partners Finances,the Empruntis-Partners Finances,FAC,,,en,1.0
Savoyard,Savoyard,FAC,,,en,1.0
PretUp,PretUp,CARDINAL,,,en,1.0
100 million euros,100 million euros,MONEY,,,en,1.0
5 to 10 cm,5 to 10 cm,QUANTITY,,,en,1.0
300 meters,300 meters,QUANTITY,,,en,1.0
"95,600","95,600",CARDINAL,,,en,1.0
three-quarters,three-quarters,CARDINAL,,,en,1.0
a very busy year 2025,a very busy year 2025,DATE,,,en,1.0
13 minutes,13 minutes,TIME,,,en,1.0
the Zeekr 7GT,the Zeekr 7GT,FAC,,,en,1.0
a thousand years,a thousand years,DATE,,,en,1.0
just €3.99,just €3.99,MONEY,,,en,1.0
one day this weekend,one day this weekend,DATE,,,en,1.0
Monday January 19 evening,Monday January 19 evening,DATE,,,en,1.0
123,123,CARDINAL,,,en,1.0
More than two meters,More than two meters,QUANTITY,,,en,1.0
More than 300,More than 300,CARDINAL,,,en,1.0
312.2 liters,312.2 liters,QUANTITY,,,en,1.0
Castanet-le-Haut,Castanet-le-Haut,FAC,,,en,1.0
just 27 years,just 27 years,DATE,,,en,1.0
sirenians,sirenians,NORP,,,en,1.0
the night of January 19 to 20,the night of January 19 to 20,TIME,,,en,1.0
the night of Monday January 19 to Tuesday January 20,the night of Monday January 19 to Tuesday January 20,TIME,,,en,1.0
"the night of January 19 to 20, 2026","the night of January 19 to 20, 2026",TIME,,,en,1.0
six-year,six-year,DATE,,,en,1.0
every day,every day,DATE,,,en,1.0
sixty,sixty,CARDINAL,,,en,1.0
"April 5, 2026","April 5, 2026",DATE,,,en,1.0
Migrations and climate,Migrations and climate,WORK_OF_ART,,,en,1.0
tomorrow,tomorrow,DATE,,,en,1.0
"The day of this Thursday, January 22, 2026","The day of this Thursday, January 22, 2026",DATE,,,en,1.0
90 to 100 km,90 to 100 km,QUANTITY,,,en,1.0
"this Friday, January 23","this Friday, January 23",DATE,,,en,1.0
the start of the week,the start of the week,DATE,,,en,1.0
At least 39,At least 39,CARDINAL,,,en,1.0
The African Cup of Nations,The African Cup of Nations,EVENT,,,en,1.0
LESNUM,LESNUM,LAW,,,en,1.0
a tragic weekend,a tragic weekend,DATE,,,en,1.0
the third consecutive year,the third consecutive year,DATE,,,en,1.0
the end of January,the end of January,DATE,,,en,1.0
Palestinian,Palestinian,NORP,,,en,1.0
Egyptian,Egyptian,NORP,,,en,1.0
two days,two days,DATE,,,en,1.0
"more than 4,500 meters","more than 4,500 meters",QUANTITY,,,en,1.0
less than a month,less than a month,DATE,,,en,1.0
2012,2012,DATE,,,en,1.0
one meter,one meter,QUANTITY,,,en,1.0
108 seasons,108 seasons,DATE,,,en,1.0
the African Cup of Nations,the African Cup of Nations,EVENT,,,en,1.0
Quebecers,Quebecers,NORP,,,en,1.0
a quarter,a quarter,DATE,,,en,1.0
15 5,15 5,CARDINAL,,,en,1.0
4/6,4/6,CARDINAL,,,en,1.0
the 60s,the 60s,DATE,,,en,1.0
180 to 220 mm,180 to 220 mm,QUANTITY,,,en,1.0
175 years,175 years,DATE,,,en,1.0
last weekend,last weekend,DATE,,,en,1.0
rainy,rainy,WORK_OF_ART,,,en,1.0
"around 4,000","around 4,000",CARDINAL,,,en,1.0
the past two decades,the past two decades,DATE,,,en,1.0
"3,000","3,000",CARDINAL,,,en,1.0
the first days of 2026,the first days of 2026,DATE,,,en,1.0
"this Sunday, December 28","this Sunday, December 28",DATE,,,en,1.0
the year 2025,the year 2025,DATE,,,en,1.0
"this Tuesday, December 30","this Tuesday, December 30",DATE,,,en,1.0
0,0,CARDINAL,,,en,1.0
7 degrees,7 degrees,QUANTITY,,,en,1.0
"Tuesday, December 30, 2025","Tuesday, December 30, 2025",DATE,,,en,1.0
11 a.m.,11 a.m.,TIME,,,en,1.0
A busy year,A busy year,DATE,,,en,1.0
The Hollywood Reporter”,The Hollywood Reporter”,WORK_OF_ART,,,en,1.0
New Year's Eve,New Year's Eve,EVENT,,,en,1.0
January 1st and 2nd,January 1st and 2nd,DATE,,,en,1.0
twelve,twelve,CARDINAL,,,en,1.0
the month of January,the month of January,DATE,,,en,1.0
the first two days of the year 2026,the first two days of the year 2026,DATE,,,en,1.0
several decades,several decades,DATE,,,en,1.0
ten years old,ten years old,DATE,,,en,1.0
7.7,7.7,CARDINAL,,,en,1.0
this first Sunday of the year 2026,this first Sunday of the year 2026,DATE,,,en,1.0
"this Sunday, January 4, 2026","this Sunday, January 4, 2026",DATE,,,en,1.0
"this Monday January 5, 2026","this Monday January 5, 2026",DATE,,,en,1.0
110 kilometers,110 kilometers,QUANTITY,,,en,1.0
the New Year's,the New Year's,EVENT,,,en,1.0
200 km,200 km,QUANTITY,,,en,1.0
the start of the Christmas holidays,the start of the Christmas holidays,DATE,,,en,1.0
"this Wednesday, November 26","this Wednesday, November 26",DATE,,,en,1.0
Deicing spray,Deicing spray,WORK_OF_ART,,,en,1.0
Yukon,Yukon,FAC,,,en,1.0
Tens of thousands,Tens of thousands,CARDINAL,,,en,1.0
"Thursday, December 11","Thursday, December 11",DATE,,,en,1.0
"yesterday, December 16","yesterday, December 16",DATE,,,en,1.0
Cold Snap,Cold Snap,PRODUCT,,,en,1.0
New Year,New Year,EVENT,,,en,1.0
a few hours,a few hours,TIME,,,en,1.0
8 p.m.,8 p.m.,TIME,,,en,1.0
the final days,the final days,DATE,,,en,1.0
almost 40 years,almost 40 years,DATE,,,en,1.0
Wednesday evening,Wednesday evening,TIME,,,en,1.0
Christmas night,Christmas night,TIME,,,en,1.0
Christmas 2025,Christmas 2025,DATE,,,en,1.0
2010,2010,DATE,,,en,1.0
Saturday December 27,Saturday December 27,DATE,,,en,1.0
100 to 200 mm,100 to 200 mm,QUANTITY,,,en,1.0
up to 150 mm,up to 150 mm,QUANTITY,,,en,1.0
"This Sunday, December 28, 2025","This Sunday, December 28, 2025",DATE,,,en,1.0
"more than 1,000 km","more than 1,000 km",QUANTITY,,,en,1.0
this Monday January 5,this Monday January 5,DATE,,,en,1.0
"the night of Monday January 5 to Tuesday January 6, 2026","the night of Monday January 5 to Tuesday January 6, 2026",TIME,,,en,1.0
170 km,170 km,QUANTITY,,,en,1.0
"this Thursday, January 8, 2026","this Thursday, January 8, 2026",DATE,,,en,1.0
exceeding 140 km/h,exceeding 140 km/h,QUANTITY,,,en,1.0
the Nobel Prize,the Nobel Prize,WORK_OF_ART,,,en,1.0
Hubble,Hubble,FAC,,,en,1.0
3/5,3/5,CARDINAL,,,en,1.0
January 8,January 8,DATE,,,en,1.0
150 km,150 km,QUANTITY,,,en,1.0
up to,up to,QUANTITY,,,en,1.0
160km/h,160km/h,QUANTITY,,,en,1.0
more than 200 km,more than 200 km,QUANTITY,,,en,1.0
The year 2026,The year 2026,DATE,,,en,1.0
"50,000","50,000",CARDINAL,,,en,1.0
Hauts,Hauts,NORP,,,en,1.0
213 km,213 km,QUANTITY,,,en,1.0
213 km/h,213 km/h,QUANTITY,,,en,1.0
"this Friday January 9, 2026","this Friday January 9, 2026",DATE,,,en,1.0
Seine-Saint-Denis,Seine-Saint-Denis,FAC,,,en,1.0
more than 215 km,more than 215 km,QUANTITY,,,en,1.0
"Some 380,000","Some 380,000",CARDINAL,,,en,1.0
6:00 a.m.,6:00 a.m.,TIME,,,en,1.0
up to 160 kilometers,up to 160 kilometers,QUANTITY,,,en,1.0
up to 100 km,up to 100 km,QUANTITY,,,en,1.0
Thursday evening,Thursday evening,TIME,,,en,1.0
11 hundredths,11 hundredths,CARDINAL,,,en,1.0
the coming decades,the coming decades,DATE,,,en,1.0
13th,13th,ORDINAL,,,en,1.0
a thirteenth year,a thirteenth year,DATE,,,en,1.0
year 2026,year 2026,DATE,,,en,1.0
38,38,CARDINAL,,,en,1.0
40%,40%,PERCENT,,,en,1.0
Roissy airport,Roissy airport,FAC,,,en,1.0
25%,25%,PERCENT,,,en,1.0
Windy,Windy,PRODUCT,,,en,1.0
the year 2026,the year 2026,DATE,,,en,1.0
the Grand Est,the Grand Est,FAC,,,en,1.0
more than 80 years,more than 80 years,DATE,,,en,1.0
Inuit,Inuit,NORP,,,en,1.0
Around twenty,Around twenty,CARDINAL,,,en,1.0
Channel,Channel,NORP,0.0,0.0,en,1.0
CSG,CSG,PRODUCT,,,en,1.0
between 22 and 50 billion euros,between 22 and 50 billion euros,MONEY,,,en,1.0
Storm Goretti,Storm Goretti,WORK_OF_ART,,,en,1.0
Campiglio,Campiglio,NORP,,,en,1.0
The Great Western Schism,The Great Western Schism,EVENT,,,en,1.0
14%,14%,PERCENT,,,en,1.0
"1,000","1,000",CARDINAL,,,en,1.0
Haute Maurienne,Haute Maurienne,EVENT,,,en,1.0
Ten days,Ten days,DATE,,,en,1.0
The Lionesses,The Lionesses,WORK_OF_ART,,,en,1.0
Under the Fire of Sonja,Under the Fire of Sonja,WORK_OF_ART,,,en,1.0
Netflix,Netflix,WORK_OF_ART,,,en,1.0
Only fifteen,Only fifteen,CARDINAL,,,en,1.0
"some 2,900","some 2,900",CARDINAL,,,en,1.0
sixty-year-old,sixty-year-old,DATE,,,en,1.0
More than four hours,More than four hours,TIME,,,en,1.0
2.5 meters,2.5 meters,QUANTITY,,,en,1.0
the early afternoon,the early afternoon,TIME,,,en,1.0
"this Friday, February 6","this Friday, February 6",DATE,,,en,1.0
the day of Saturday February 7,the day of Saturday February 7,DATE,,,en,1.0
The day after a day,The day after a day,DATE,,,en,1.0
peak season,peak season,DATE,,,en,1.0
the DDTM de l’Aude,the DDTM de l’Aude,FAC,,,en,1.0
"January 1, 2006","January 1, 2006",DATE,,,en,1.0
the 18th century,the 18th century,DATE,,,en,1.0
Europeans,Europeans,NORP,,,en,1.0
Polynesians,Polynesians,NORP,,,en,1.0
the 2026 Olympic,the 2026 Olympic,EVENT,,,en,1.0
UR Namur,UR Namur,PRODUCT,,,en,1.0
one-year,one-year,DATE,,,en,1.0
87.5 mm,87.5 mm,QUANTITY,,,en,1.0
a 21st century,a 21st century,DATE,,,en,1.0
the month of February,the month of February,DATE,,,en,1.0
"this Tuesday, February 3","this Tuesday, February 3",DATE,,,en,1.0
just a few hours,just a few hours,TIME,,,en,1.0
10 to 20 mm,10 to 20 mm,QUANTITY,,,en,1.0
Wednesday to Thursday,Wednesday to Thursday,DATE,,,en,1.0
this month,this month,DATE,,,en,1.0
seventh,seventh,ORDINAL,,,en,1.0
more than 400 mm,more than 400 mm,QUANTITY,,,en,1.0
Thursday February 5,Thursday February 5,DATE,,,en,1.0
8 million,8 million,CARDINAL,,,en,1.0
"February 6 to 22, 2026","February 6 to 22, 2026",DATE,,,en,1.0
"more than 140,000","more than 140,000",CARDINAL,,,en,1.0
mid-December,mid-December,DATE,,,en,1.0
37,37,CARDINAL,,,en,1.0
the last decade,the last decade,DATE,,,en,1.0
the end of 2025,the end of 2025,DATE,,,en,1.0
the first season,the first season,DATE,,,en,1.0
More than two million cubic meters,More than two million cubic meters,QUANTITY,,,en,1.0
the 2026 Winter Games,the 2026 Winter Games,EVENT,,,en,1.0
The Winter Olympic Games,The Winter Olympic Games,EVENT,,,en,1.0
500 meters,500 meters,QUANTITY,,,en,1.0
"This Monday, February 9","This Monday, February 9",DATE,,,en,1.0
two thirty-somethings “from…,two thirty-somethings “from…,TIME,,,en,1.0
35,35,CARDINAL,,,en,1.0
Up to 1.50 meters,Up to 1.50 meters,QUANTITY,,,en,1.0
"This Wednesday, February 11","This Wednesday, February 11",DATE,,,en,1.0
their twenties,their twenties,DATE,,,en,1.0
recent months,recent months,DATE,,,en,1.0
La Grande Librairie”,La Grande Librairie”,WORK_OF_ART,,,en,1.0
Et la joie de vivre,Et la joie de vivre,WORK_OF_ART,,,en,1.0
162 km/h,162 km/h,QUANTITY,,,en,1.0
"Some 850,000","Some 850,000",CARDINAL,,,en,1.0
This Thursday,This Thursday,DATE,,,en,1.0
75%,75%,PERCENT,,,en,1.0
thirty-year-old,thirty-year-old,DATE,,,en,1.0
"This Sunday, February 15","This Sunday, February 15",DATE,,,en,1.0
Snow in Île-de-France,Snow in Île-de-France,WORK_OF_ART,,,en,1.0
up to 180 km,up to 180 km,QUANTITY,,,en,1.0
more than 120 km,more than 120 km,QUANTITY,,,en,1.0
"Some 900,000","Some 900,000",CARDINAL,,,en,1.0
the end of the morning,the end of the morning,TIME,,,en,1.0
"498,000","498,000",CARDINAL,,,en,1.0
New Aquitaine,New Aquitaine,NORP,0.13636363636363635,0.45454545454545453,en,1.0
"365,000","365,000",CARDINAL,,,en,1.0
Sailer and Killy,Sailer and Killy,WORK_OF_ART,,,en,1.0
the day of Thursday,the day of Thursday,DATE,,,en,1.0
"1,800 to 2,000 m","1,800 to 2,000 m",QUANTITY,,,en,1.0
the last 24 hours,the last 24 hours,TIME,,,en,1.0
At least twenty,At least twenty,CARDINAL,,,en,1.0
Cold,Cold,WORK_OF_ART,,,en,1.0
40°,40°,PERCENT,,,en,1.0
Humus,Humus,WORK_OF_ART,,,en,1.0
Tumbler Ridge,Tumbler Ridge,FAC,,,en,1.0
"more than 1,000 kilometers","more than 1,000 kilometers",QUANTITY,,,en,1.0
Nineteen,Nineteen,CARDINAL,,,en,1.0
The Secret,The Secret,WORK_OF_ART,,,en,1.0
mid-morning,mid-morning,TIME,,,en,1.0
"this Wednesday, February 11","this Wednesday, February 11",DATE,,,en,1.0
decades,decades,DATE,,,en,1.0
Week after week,Week after week,DATE,,,en,1.0
140 km/h,140 km/h,QUANTITY,,,en,1.0
up to 150 km,up to 150 km,QUANTITY,,,en,1.0
| 6 years,| 6 years,DATE,,,en,1.0
several thousand,several thousand,CARDINAL,,,en,1.0
"this Wednesday, February 11, 2026","this Wednesday, February 11, 2026",DATE,,,en,1.0
"Mont-Blanc""","Mont-Blanc""",FAC,,,en,1.0
30 to 50 cm,30 to 50 cm,QUANTITY,,,en,1.0
The end of February and March,The end of February and March,DATE,,,en,1.0
hours,hours,TIME,,,en,1.0
4 p.m. Saturday,4 p.m. Saturday,TIME,,,en,1.0
at least 38,at least 38,CARDINAL,,,en,1.0
Around a hundred,Around a hundred,CARDINAL,,,en,1.0
twenty,twenty,CARDINAL,,,en,1.0
"600,000","600,000",CARDINAL,,,en,1.0
recent decades,recent decades,DATE,,,en,1.0
at least February 5,at least February 5,DATE,,,en,1.0
"this Wednesday, January 28, 2026","this Wednesday, January 28, 2026",DATE,,,en,1.0
day,day,DATE,,,en,1.0
less than 800 euros,less than 800 euros,MONEY,,,en,1.0
25 km/h,25 km/h,QUANTITY,,,en,1.0
Nearly half a million,Nearly half a million,CARDINAL,,,en,1.0
"more than 1,000","more than 1,000",CARDINAL,,,en,1.0
100,100,CARDINAL,,,en,1.0
Grosses Têtes,Grosses Têtes,WORK_OF_ART,,,en,1.0
Model Y,Model Y,PRODUCT,,,en,1.0
"50,000 euros","50,000 euros",MONEY,,,en,1.0
this close to midnight,this close to midnight,TIME,,,en,1.0
the fateful hour,the fateful hour,TIME,,,en,1.0
an extraordinary month,an extraordinary month,DATE,,,en,1.0
2025-2026,2025-2026,DATE,,,en,1.0
Le Constellation,Le Constellation,WORK_OF_ART,,,en,1.0
hundred,hundred,CARDINAL,,,en,1.0
"this Sunday, January 25","this Sunday, January 25",DATE,,,en,1.0
February 2025,February 2025,DATE,,,en,1.0
Up to -45,Up to -45,CARDINAL,,,en,1.0
the next ten days of winter,the next ten days of winter,DATE,,,en,1.0
40 years,40 years,DATE,,,en,1.0
more than 17 meters,more than 17 meters,QUANTITY,,,en,1.0
the day of January 23,the day of January 23,DATE,,,en,1.0
Friday January 23,Friday January 23,DATE,,,en,1.0
51st,51st,CARDINAL,,,en,1.0
more than nine decades,more than nine decades,DATE,,,en,1.0
noon,noon,TIME,,,en,1.0
30 centimeters,30 centimeters,QUANTITY,,,en,1.0
Twenty,Twenty,CARDINAL,,,en,1.0
Two weeks,Two weeks,DATE,,,en,1.0
Hundreds of thousands,Hundreds of thousands,CARDINAL,,,en,1.0
the weekend of January 24,the weekend of January 24,DATE,,,en,1.0
the last forty-eight hours,the last forty-eight hours,DATE,,,en,1.0
January 24,January 24,DATE,,,en,1.0
Le Nouvel Obs,Le Nouvel Obs,WORK_OF_ART,,,en,1.0
"March 22, 2026","March 22, 2026",DATE,,,en,1.0
Winter Count,Winter Count,WORK_OF_ART,,,en,1.0
Monday evening,Monday evening,TIME,,,en,1.0
more than 230 million,more than 230 million,CARDINAL,,,en,1.0
"the ""Le Constellation""","the ""Le Constellation""",FAC,,,en,1.0
"this Sunday, February 1, 2026","this Sunday, February 1, 2026",DATE,,,en,1.0
Greek,Greek,NORP,,,en,1.0
February 5,February 5,DATE,,,en,1.0
International Documentary Festival,International Documentary Festival,EVENT,,,en,1.0
June 2024,June 2024,DATE,,,en,1.0
Forty,Forty,CARDINAL,,,en,1.0
Polar,Polar,NORP,,,en,1.0
the Summer Games,the Summer Games,EVENT,,,en,1.0
"More than 28,000","More than 28,000",CARDINAL,,,en,1.0
"more than 28,000","more than 28,000",CARDINAL,,,en,1.0
Sunday evening,Sunday evening,TIME,,,en,1.0
Moments,Moments,WORK_OF_ART,,,en,1.0
the start of December,the start of December,DATE,,,en,1.0
January 30,January 30,DATE,,,en,1.0
wet month of January,wet month of January,DATE,,,en,1.0
One year,One year,DATE,,,en,1.0
"around 2,000","around 2,000",CARDINAL,,,en,1.0
the winter,the winter,DATE,,,en,1.0
1928,1928,DATE,,,en,1.0
2034,2034,DATE,,,en,1.0
Oisans,Oisans,NORP,,,en,1.0
"more than 3,000","more than 3,000",CARDINAL,,,en,1.0
the “World Happiness Report”,the “World Happiness Report”,WORK_OF_ART,,,en,1.0
8th,8th,ORDINAL,,,en,1.0
Le chant des forêt,Le chant des forêt,WORK_OF_ART,,,en,1.0
Tagesspiegel,Tagesspiegel,WORK_OF_ART,,,en,1.0
only six,only six,CARDINAL,,,en,1.0
November 2027,November 2027,DATE,,,en,1.0
around ten days,around ten days,DATE,,,en,1.0
at least this weekend,at least this weekend,DATE,,,en,1.0
recent weeks,recent weeks,DATE,,,en,1.0
"this Thursday, January 29","this Thursday, January 29",DATE,,,en,1.0
​​the Deux Alpes,​​the Deux Alpes,FAC,,,en,1.0
The week of January 19 to January 25,The week of January 19 to January 25,DATE,,,en,1.0
"Monday, January 19</li><li> Tuesday, January 20</li><li>","Monday, January 19</li><li> Tuesday, January 20</li><li>",DATE,,,en,1.0
"Wednesday, January twenty-first</li><li","Wednesday, January twenty-first</li><li",DATE,,,en,1.0
"Thursday, January twenty-second</li><li","Thursday, January twenty-second</li><li",DATE,,,en,1.0
"Friday, January twenty-third</li><li","Friday, January twenty-third</li><li",DATE,,,en,1.0
"Saturday, January twenty-fourth</li><li","Saturday, January twenty-fourth</li><li",DATE,,,en,1.0
twentieth,twentieth,DATE,,,en,1.0
the Ski World Cup,the Ski World Cup,EVENT,,,en,1.0
A month,A month,DATE,,,en,1.0
40,40,CARDINAL,,,en,1.0
Henri-Chapelle,Henri-Chapelle,EVENT,,,en,1.0
"Wednesday, January 28, 2026","Wednesday, January 28, 2026",DATE,,,en,1.0
Iranians,Iranians,NORP,,,en,1.0
"this Thursday, March 19, 2026","this Thursday, March 19, 2026",DATE,,,en,1.0
